word,pos,sentence
weight,noun,The building firm threw its weight behind criticism of the government's new planning restrictions.
weight,noun,The American economy is slowing down under the weight of higher interest rates.
weight,verb,Each country's growth rate is weighted according to its share of world GDP.
weight,verb,"In the marketplace, costs are weighted against smaller investors."
welcome,verb,The new appointment has been widely welcomed.
welcome,verb,The visitors were warmly welcomed by the head of the department.
welcome,adjective,Come and see us whenever you're in town - you're always welcome/you'll always be welcome.
welcome,adjective,Dylan and Grace made us feel very welcome.
welcome,adjective,The holiday was a welcome change/break/relief.
welcome,adjective,Anyone who is interested is welcome to come along.
welcome,noun,They were given a warm (= very friendly) welcome.
welcome,noun,I left after two days - I didn't want to outstay my welcome.
welcome,noun,Their supporters gave the decision a guarded/cautious welcome.
welcome,exclamation,Welcome - please come in.
welcome,verb,We went next door to welcome our new neighbors.
welcome,verb,Baseball fans welcomed the end of the players’ strike.
welcome,verb,We were given a warm welcome.
welcome,adjective,"""Thanks for taking care of our cat."" ""You’re welcome."""
welcome,adjective,You’ll always be welcome here.
well,adverb,The documentary presented both sides of the problem very well.
well,adverb,"Knead the dough well, then divide it into four pieces."
well,adverb,The results are well above/below what we expected.
well,adverb,The police are well aware of the situation.
well,adverb,The film was well good.
well,adverb,She might well be the best person to ask.
well,adverb,Invite Emily - and Scott as well.
well,adjective,He hasn't been very well lately.
well,exclamation,"Well, what shall we do now?"
well,verb,Dirty water welled (up) out of the damaged pipe.
well,adjective,I don’t feel well.
well,adverb,The car was well designed.
well,adverb,I know her well.
well,adverb,Keep the children well away from the edge of the pool.
well,adverb,The museum is well worth a visit.
well,adverb,I couldn’t very well say no.
well,noun,an oil well
well,verb,"As she read the letter, tears welled in her eyes."
well,exclamation,"Well, what happened next?"
well,noun,These two tributaries of the Yellowstone River supply water for farms and wells in two states.
west,noun,"The points of the compass are north, south, east, and west."
west,noun,There has been concern in/throughout the West about the effects of this measure.
west,noun,the Wild West
west,noun,Travis moved out west after college.
west,adjective,West Africa
west,adverb,Go due (= directly) west until you see a lake.
west,noun,"The points of the compass are north, south, east, and west."
west,adjective,the west coast
western,adjective,western Europe
western,adjective,western opinion/culture
western,adjective,Grand Rapids is in the western part of Michigan.
wet,adjective,a wet floor
wet,adjective,The paint's still wet.
wet,adjective,We've had wet weather all week.
wet,adjective,Come in quickly - you're wet through.
wet,adjective,Don't be so wet.
wet,verb,Wet the powder thoroughly and mix to remove lumps.
wet,verb,I was so desperate - I thought I was going to wet myself.
wet,verb,She still sometimes wets the bed at night.
wet,noun,Don't put your newspaper down in the wet.
wet,noun,Don't leave it out there in the wet.
wet,noun,"Come on Tom, don't be such a wet!"
wet,adjective,I stepped in a puddle of water and got my shoes wet.
wet,adjective,A lot of the wetness will evaporate before the rain reaches the plant’s roots.
wet,verb,He still sometimes wets his bed.
what,determiner,What time is it?
what,determiner,"""I just told Peter."" ""What?/You did what?"""
what,determiner,What are these tools for?
what,pronoun,What I wanted to find out first was how long it was going to take.
what,pronoun,You'll never guess what - Laurie won first prize!
what,predeterminer,"""She can't come."" ""What a shame/pity."""
what,pronoun,"""I think we should leave at twelve."" ""What?"" ""I said I think we should leave at twelve."""
what,pronoun,What did the teacher say?
what,pronoun,What time is it?
what,pronoun,"""Humphrey Jones called."" ""What (was that)?"" ""I said Humphrey Jones called."""
what,pronoun,I really didn’t know what to say.
what,pronoun,"""She can’t come."" ""What a pity (= I am sorry to hear that)!"""
whatever,pronoun,We'll go whatever the weather.
whatever,pronoun,I eat whatever I want and I still don't seem to put on weight.
whatever,pronoun,Whatever is he doing with that rod?
whatever,adverb,There is no evidence whatever to show that this is in fact the case.
whatever,adverb,"""Bryce, could you do what I ask you to once in a while?"" ""Whatever."""
whatever,pronoun,"Whatever happens, you’ll be all right."
whatever,pronoun,Give him whatever he wants.
whatever,adverb,"""Can I dress casually or do I have to dress up?"" ""Whatever."""
wheel,noun,I got my bag caught in the wheel of my bicycle.
wheel,noun,My suitcase is on wheels so that makes life a little easier.
wheel,noun,Keep your hands on the wheel!
wheel,noun,I've got to get some wheels - the buses are way too slow!
wheel,verb,I saw her last night wheeling a buggy along Green Lane.
wheel,verb,She watched a flock of seagulls wheeling high above her.
wheel,verb,She suddenly wheeled and looked directly at me.
wheel,noun,the wheel of a bicycle
wheel,noun,I never feel safe with Richard behind the wheel (= driving).
wheel,verb,She wheeled around and slapped his face.
wheel,verb,She was wheeling a stroller in the park.
when,adverb,"""I did tell you about it."" ""When? I don't remember."""
when,pronoun,"""Did you know Lucy was back in England?"" ""Is she - since when?"""
when,conjunction,How can you say you don't like something when you've never even tried it!
when,conjunction,He says he doesn't have any money when in fact he has thousands of dollars in his account.
when,conjunction,When is supper going to be ready?
when,conjunction,I can’t really call myself a vegetarian when I eat fish.
when,conjunction,He says he hasn’t got any money when the truth is he’s got plenty.
whenever,adverb,I blush whenever I think about it.
whenever,adverb,Whenever do you get the time to do these things?
whenever,conjunction,I’m embarrassed whenever I think about it.
